Date,CPV:CM02:3001:JT:POS_RBV,CLL:CM02:2301:DS:LVL,CLL:CM02:2601:US:LVL,CHTR:CM02:1155:HV:POWER
2019-03-27-13:58:51,24.0508,91.8517,70.6152,13.939
2019-03-27-13:58:52,24.0508,92.0342,70.6152,13.939
2019-03-27-13:58:53,24.0508,92.0342,70.6152,13.939
2019-03-27-13:58:54,24.0508,92.1516,70.4289,13.939
2019-03-27-13:58:55,24.0508,92.0083,70.6266,13.939
2019-03-27-13:58:56,24.0508,92.0083,70.6266,13.939
2019-03-27-13:58:57,24.0508,91.7549,70.3141,13.939
2019-03-27-13:58:58,24.0508,92.0742,70.751,13.939
2019-03-27-13:58:59,24.0508,91.9208,70.2959,13.939
2019-03-27-13:59:00,24.0508,92.0559,70.6883,13.939
2019-03-27-13:59:01,24.0508,92.0559,70.2831,13.939
2019-03-27-13:59:02,24.0508,92.0559,70.6047,13.939
2019-03-27-13:59:03,24.0508,91.775,70.6047,13.939
2019-03-27-13:59:04,24.0508,91.9962,70.6047,13.939
2019-03-27-13:59:05,24.0508,91.8132,70.6047,13.939
2019-03-27-13:59:06,24.0508,91.8132,70.5021,13.939
2019-03-27-13:59:07,24.0508,91.9201,70.5021,13.939
2019-03-27-13:59:08,24.0508,91.9201,70.7375,13.939
2019-03-27-13:59:09,24.0508,91.7995,70.5904,13.939
2019-03-27-13:59:10,24.0508,92.0185,70.349,13.939
2019-03-27-13:59:11,24.0508,91.8892,70.5753,13.939
2019-03-27-13:59:12,23.9141,91.8892,70.3054,13.939
2019-03-27-13:59:13,23.9141,92.0898,70.5875,13.939
2019-03-27-13:59:14,23.9141,91.8764,70.3127,13.939
2019-03-27-13:59:15,23.9141,91.8764,70.7933,13.939
2019-03-27-13:59:16,23.9141,91.8764,70.4232,13.939
2019-03-27-13:59:17,23.9141,91.8764,70.4232,13.939
2019-03-27-13:59:18,23.9141,91.996,70.4232,13.939
2019-03-27-13:59:19,23.9141,91.7309,70.4232,13.939
2019-03-27-13:59:20,23.9141,91.7309,70.6459,13.939
2019-03-27-13:59:21,23.9141,91.7309,70.3377,13.939
2019-03-27-13:59:22,23.9141,92.0618,70.6662,13.939
2019-03-27-13:59:23,23.9141,91.8301,70.3502,13.939
2019-03-27-13:59:24,23.9141,91.9682,70.5873,13.939
2019-03-27-13:59:25,23.9141,91.9682,70.2347,13.939
2019-03-27-13:59:26,23.9141,91.8116,70.6184,13.939
2019-03-27-13:59:27,23.9141,91.8116,70.388,13.939
2019-03-27-13:59:28,23.9141,92.0419,70.5671,13.939
2019-03-27-13:59:29,23.9141,92.0419,70.3539,13.939
2019-03-27-13:59:30,23.9141,92.1635,70.52,13.939
2019-03-27-13:59:31,23.9141,91.9711,70.3792,13.939
2019-03-27-13:59:32,23.9141,91.6925,70.3792,13.939
2019-03-27-13:59:33,23.9141,92.0056,70.5566,13.939
2019-03-27-13:59:34,23.9141,91.6908,70.3869,13.939
2019-03-27-13:59:35,23.9141,92.2329,70.5772,13.939
2019-03-27-13:59:36,23.9141,91.7263,70.2413,13.939
2019-03-27-13:59:37,23.9141,91.9691,70.7519,13.939
2019-03-27-13:59:38,23.9141,91.6882,70.2522,13.939
2019-03-27-13:59:39,23.9141,91.9314,70.7626,13.939
2019-03-27-13:59:40,23.9141,91.9314,70.2431,13.939
2019-03-27-13:59:41,23.9141,91.9314,70.6127,13.939
2019-03-27-13:59:42,23.9141,91.7292,70.6127,13.939
2019-03-27-13:59:43,23.9141,91.7292,70.4877,13.939
2019-03-27-13:59:44,23.9141,91.7292,70.688,13.939
2019-03-27-13:59:45,23.9141,91.8807,70.328,13.939
2019-03-27-13:59:46,23.9141,91.8807,70.5705,13.939
2019-03-27-13:59:47,23.9141,91.7156,70.4473,13.939
2019-03-27-13:59:48,23.9141,92.0249,70.6756,13.939
2019-03-27-13:59:49,23.9141,91.7055,70.3993,13.939
2019-03-27-13:59:50,23.9141,91.9283,70.5805,13.939
2019-03-27-13:59:51,23.9141,91.7303,70.439,13.939
2019-03-27-13:59:52,23.9141,91.8913,70.6938,13.939
2019-03-27-13:59:53,23.7734,91.8913,70.281,13.939
2019-03-27-13:59:54,23.7734,91.8913,70.6555,13.939
2019-03-27-13:59:55,23.7734,91.8913,70.4535,13.939
2019-03-27-13:59:56,23.7734,91.7003,70.5834,13.939
2019-03-27-13:59:57,23.7734,91.802,70.4677,13.939
2019-03-27-13:59:58,23.7734,91.802,70.2559,13.939
2019-03-27-13:59:59,23.7734,91.802,70.446,13.939
2019-03-27-14:00:00,23.7734,91.802,70.2269,13.939
2019-03-27-14:00:01,23.7734,92.0526,70.6313,13.939
2019-03-27-14:00:02,23.7734,91.7421,70.3244,13.939
2019-03-27-14:00:03,23.7734,91.9936,70.5756,13.939
2019-03-27-14:00:04,23.7734,91.6914,70.3207,13.939
2019-03-27-14:00:05,23.7734,91.9833,70.5705,13.939
2019-03-27-14:00:06,23.7734,91.7059,70.2738,13.939
2019-03-27-14:00:07,23.7734,91.7059,70.5229,13.939
2019-03-27-14:00:08,23.7734,91.8294,70.4078,13.939
2019-03-27-14:00:09,23.7734,91.8294,70.5556,13.939
2019-03-27-14:00:10,23.7734,91.8294,70.3261,13.939
2019-03-27-14:00:11,23.7734,91.6774,70.3261,13.939
2019-03-27-14:00:12,23.7734,91.9334,70.6784,13.939
2019-03-27-14:00:13,23.7734,91.6668,70.222,13.939
2019-03-27-14:00:14,23.7734,91.6668,70.6459,13.939
2019-03-27-14:00:15,23.7734,91.8619,70.2181,13.939
2019-03-27-14:00:16,23.7734,91.8619,70.5251,13.939
2019-03-27-14:00:17,23.7734,91.8619,70.2398,13.939
2019-03-27-14:00:18,23.7734,91.6875,70.3838,13.939
2019-03-27-14:00:19,23.7734,91.6875,70.3838,13.939
2019-03-27-14:00:20,23.7734,91.6875,70.3838,13.939
2019-03-27-14:00:21,23.7734,91.6875,70.3838,13.939
2019-03-27-14:00:22,23.7734,91.6875,70.3838,13.939
2019-03-27-14:00:23,23.7734,91.8206,70.3838,13.939
2019-03-27-14:00:24,23.7734,91.7205,70.3838,13.939
2019-03-27-14:00:25,23.7734,91.7205,70.3838,13.939
2019-03-27-14:00:26,23.7734,91.7205,70.3838,13.939
2019-03-27-14:00:27,23.7734,91.8549,70.3838,13.939
2019-03-27-14:00:28,23.7734,91.6635,70.2175,13.939
2019-03-27-14:00:29,23.7734,92.101,70.5147,13.939
2019-03-27-14:00:30,23.7734,91.7933,70.0672,13.939
2019-03-27-14:00:31,23.7734,91.7933,70.5145,13.939
2019-03-27-14:00:32,23.7734,91.7933,70.2626,13.939
2019-03-27-14:00:33,23.7734,91.7933,70.2626,13.939
2019-03-27-14:00:34,23.7734,92.0524,70.2626,13.939
2019-03-27-14:00:35,23.7734,91.6757,70.2626,13.939
2019-03-27-14:00:36,23.7734,91.6757,70.4453,13.939
2019-03-27-14:00:37,23.7734,91.8546,70.2185,13.939
2019-03-27-14:00:38,23.7734,91.9734,70.4859,13.939
2019-03-27-14:00:39,23.7734,91.8516,70.2381,13.939
2019-03-27-14:00:40,23.7734,91.8516,70.4967,13.939
2019-03-27-14:00:41,23.7734,91.6783,70.4967,13.939
2019-03-27-14:00:42,23.7734,91.6783,70.4967,13.939
2019-03-27-14:00:43,23.7734,91.6783,70.4967,13.939
2019-03-27-14:00:44,23.7734,91.8794,70.6074,13.939
2019-03-27-14:00:45,23.7734,91.7146,70.2765,13.939
2019-03-27-14:00:46,23.7734,91.7146,70.5026,13.939
2019-03-27-14:00:47,23.7734,91.7146,70.3953,13.939
2019-03-27-14:00:48,23.7734,91.7146,70.3953,13.939
2019-03-27-14:00:49,23.7734,91.9305,70.3953,13.939
2019-03-27-14:00:50,23.7734,91.6858,70.2125,13.939
2019-03-27-14:00:51,23.7734,91.6858,70.4691,13.939
2019-03-27-14:00:52,23.7734,91.6858,70.2171,13.939
2019-03-27-14:00:53,23.7734,91.6858,70.6589,13.939
2019-03-27-14:00:54,23.7734,92.0718,70.29,13.939
2019-03-27-14:00:55,23.7734,91.7589,70.4789,13.939
2019-03-27-14:00:56,23.7734,91.8686,70.2752,13.939
2019-03-27-14:00:57,23.7734,91.7259,70.2752,13.939
2019-03-27-14:00:58,23.7734,91.8499,70.5127,13.939
2019-03-27-14:00:59,23.7734,91.8499,70.3746,13.939
2019-03-27-14:01:00,23.7734,91.7072,70.3746,13.939
2019-03-27-14:01:01,23.7734,91.7072,70.3746,13.939
2019-03-27-14:01:02,23.7734,91.7072,70.2643,13.939
2019-03-27-14:01:03,23.7734,91.7072,70.2643,13.939
2019-03-27-14:01:04,23.7734,91.7072,70.4434,13.939
2019-03-27-14:01:05,23.7734,91.7072,70.2613,13.939
2019-03-27-14:01:06,23.7734,91.7072,70.4903,13.939
2019-03-27-14:01:07,23.7734,91.7072,70.2623,13.939
2019-03-27-14:01:08,23.7734,91.7072,70.2623,13.939
2019-03-27-14:01:09,23.7734,91.7072,70.2623,13.939
2019-03-27-14:01:10,23.7734,91.7072,70.2623,13.939
2019-03-27-14:01:11,23.7734,91.7072,70.4429,13.939
2019-03-27-14:01:12,23.7734,91.7072,70.2766,13.939
2019-03-27-14:01:13,23.7734,91.7072,70.416,13.939
2019-03-27-14:01:14,23.7734,91.7072,70.2946,13.939
2019-03-27-14:01:15,23.7734,91.8401,70.4008,13.939
2019-03-27-14:01:16,23.7734,91.6668,70.4008,13.939
2019-03-27-14:01:17,23.7734,91.6668,70.4008,13.939
2019-03-27-14:01:18,23.7734,91.6668,70.2913,13.939
2019-03-27-14:01:19,23.7734,91.7952,70.2913,13.939
2019-03-27-14:01:20,23.7734,91.6676,70.2913,13.939
2019-03-27-14:01:21,23.7734,91.8079,70.2913,13.939
2019-03-27-14:01:22,23.7734,91.6537,70.2913,13.939
2019-03-27-14:01:23,23.7734,91.6537,70.2913,13.939
2019-03-27-14:01:24,23.7734,91.6537,70.2913,13.939
2019-03-27-14:01:25,23.7734,91.6537,70.2913,13.939
2019-03-27-14:01:26,23.7734,91.7551,70.2913,13.939
2019-03-27-14:01:27,23.7734,91.7551,70.2913,13.939
2019-03-27-14:01:28,23.7734,91.7551,70.2913,13.939
2019-03-27-14:01:29,23.7734,91.7551,70.2913,13.939
2019-03-27-14:01:30,23.7734,91.7551,70.4642,13.939
2019-03-27-14:01:31,23.7734,91.9214,70.2344,13.939
2019-03-27-14:01:32,23.7734,91.6853,70.4179,13.939
2019-03-27-14:01:33,23.7734,91.6853,70.2588,13.939
2019-03-27-14:01:34,23.7734,91.6853,70.3857,13.939
2019-03-27-14:01:35,23.7734,91.6853,70.3857,13.939
2019-03-27-14:01:36,23.7734,91.791,70.26,13.939
2019-03-27-14:01:37,23.7734,91.6357,70.26,13.939
2019-03-27-14:01:38,23.7734,91.7897,70.26,13.939
2019-03-27-14:01:39,23.7734,91.7897,70.3822,13.939
2019-03-27-14:01:40,23.7734,91.6747,70.5397,13.939
2019-03-27-14:01:41,23.7734,91.8024,70.2462,13.939
2019-03-27-14:01:42,23.7734,91.6912,70.2462,13.939
2019-03-27-14:01:43,23.7734,91.8123,70.2462,13.939
2019-03-27-14:01:44,23.7734,91.6691,70.3692,13.939
2019-03-27-14:01:45,23.7734,91.6691,70.3692,13.939
2019-03-27-14:01:46,23.7734,91.6691,70.2177,13.939
2019-03-27-14:01:47,23.7734,91.6691,70.4424,13.939
2019-03-27-14:01:48,23.7734,91.8552,70.2295,13.939
2019-03-27-14:01:49,23.7734,91.6685,70.2295,13.939
2019-03-27-14:01:50,23.7734,91.6685,70.4427,13.939
2019-03-27-14:01:51,23.7734,91.6685,70.2463,13.939
2019-03-27-14:01:52,23.7734,91.6685,70.4212,13.939
2019-03-27-14:01:53,23.7734,91.8471,70.4212,13.7695
2019-03-27-14:01:54,23.7734,91.6497,70.2314,13.548
2019-03-27-14:01:55,23.7734,91.6497,70.4167,13.328
2019-03-27-14:01:56,23.7734,91.6497,70.4167,13.1092
2019-03-27-14:01:57,23.7734,91.6497,70.4167,12.8924
2019-03-27-14:01:58,23.7734,91.6497,70.2407,12.6776
2019-03-27-14:01:59,23.7734,91.6497,70.3412,12.4642
2019-03-27-14:02:00,23.7734,91.8813,70.3412,12.2526
2019-03-27-14:02:01,23.7734,91.5667,70.3412,12.0432
2019-03-27-14:02:02,23.7734,91.5667,70.3412,11.8352
2019-03-27-14:02:03,23.7734,91.6806,70.2053,11.6297
2019-03-27-14:02:04,23.7734,91.6806,70.4939,11.4255
2019-03-27-14:02:05,23.7734,91.7878,70.2998,11.273
2019-03-27-14:02:06,23.7734,91.512,70.2998,11.0727
2019-03-27-14:02:07,23.7734,91.6818,70.4507,10.8721
2019-03-27-14:02:08,23.7734,91.6818,70.2241,10.6752
2019-03-27-14:02:09,23.7734,91.6818,70.2241,10.48
2019-03-27-14:02:10,23.7734,91.7999,70.2241,10.2861
2019-03-27-14:02:11,24.543,91.6874,70.2241,10.0942
2019-03-27-14:02:12,25.2852,91.4798,70.2241,9.90467
2019-03-27-14:02:13,24.875,91.748,70.3658,9.71581
2019-03-27-14:02:14,25.2852,91.748,70.2173,9.52903
2019-03-27-14:02:15,26.25,91.748,70.3333,9.34439
2019-03-27-14:02:16,26.25,91.748,70.2309,9.16155
2019-03-27-14:02:17,26.25,91.748,70.2309,8.9809
2019-03-27-14:02:18,26.25,91.748,70.2309,8.8456
2019-03-27-14:02:19,26.25,91.4863,70.2309,8.66804
2019-03-27-14:02:20,26.25,91.6749,70.2309,8.48903
2019-03-27-14:02:21,26.25,91.6749,70.2309,8.31775
2019-03-27-14:02:22,26.25,91.6749,70.2309,8.14539
2019-03-27-14:02:23,26.25,91.6749,70.2309,7.9747
2019-03-27-14:02:24,26.25,91.6749,70.2309,7.80658
2019-03-27-14:02:25,26.25,91.8966,70.2309,7.63877
2019-03-27-14:02:26,26.25,91.5617,70.2309,7.47322
2019-03-27-14:02:27,26.25,91.6635,70.2309,7.31024
2019-03-27-14:02:28,26.25,91.6635,70.2309,7.14843
2019-03-27-14:02:29,26.25,91.6635,70.2309,6.98866
2019-03-27-14:02:30,26.25,91.6635,70.2309,6.83003
2019-03-27-14:02:31,27.293,91.6635,70.2309,6.71245
2019-03-27-14:02:32,27.293,91.3958,70.3336,6.55789
2019-03-27-14:02:33,28.7227,91.6874,70.3336,6.40482
2019-03-27-14:02:34,28.8594,91.4104,70.3336,6.25369
2019-03-27-14:02:35,27.9805,91.7345,70.3336,6.10441
2019-03-27-14:02:36,27.9805,91.7345,70.21,5.95644
2019-03-27-14:02:37,27.9805,91.9237,70.21,5.81061
2019-03-27-14:02:38,27.9805,91.614,70.21,5.6674
2019-03-27-14:02:39,27.9805,91.4497,70.356,5.52427
2019-03-27-14:02:40,27.9805,91.6948,70.1173,5.38403
2019-03-27-14:02:41,27.9805,91.6948,70.1173,5.24568
2019-03-27-14:02:42,27.9805,91.6948,70.1173,5.10823
2019-03-27-14:02:43,27.9805,91.6948,70.228,4.97115
2019-03-27-14:02:44,27.9805,91.6948,70.3764,4.97115
2019-03-27-14:02:45,27.9805,91.796,70.2057,4.74133
2019-03-27-14:02:46,27.9805,91.6712,70.2057,4.61169
2019-03-27-14:02:47,27.9805,91.6712,70.2057,4.48348
2019-03-27-14:02:48,27.9805,91.6712,70.2057,4.35688
2019-03-27-14:02:49,27.9805,91.7859,70.2057,4.23237
2019-03-27-14:02:50,27.9805,91.6807,70.2057,4.11048
2019-03-27-14:02:51,29.2188,91.6807,70.411,3.98885
2019-03-27-14:02:52,29.9062,91.8322,70.2341,3.86937
2019-03-27-14:02:53,29.9062,91.6641,70.0852,3.75226
2019-03-27-14:02:54,29.9062,91.6641,70.2399,3.6362
2019-03-27-14:02:55,29.9062,91.6641,70.2399,3.52278
2019-03-27-14:02:56,29.9062,91.542,70.4004,3.52278
2019-03-27-14:02:57,29.9062,91.8051,70.153,3.32781
2019-03-27-14:02:58,29.9062,91.4718,70.153,3.2191
2019-03-27-14:02:59,29.9062,91.866,70.153,3.1123
2019-03-27-14:03:00,29.9062,91.6062,70.153,3.00733
2019-03-27-14:03:01,29.9062,91.6062,70.3663,2.90397
2019-03-27-14:03:02,29.9062,91.4506,70.3663,2.80228
2019-03-27-14:03:03,29.9062,91.6735,70.3663,2.80228
2019-03-27-14:03:04,29.9062,91.6735,70.2415,2.60472
2019-03-27-14:03:05,29.9062,91.6735,70.3785,2.60472
2019-03-27-14:03:06,29.9062,91.6735,70.3785,2.41426
2019-03-27-14:03:07,29.9062,91.6735,70.3785,2.41426
2019-03-27-14:03:08,29.9062,91.6735,70.3785,2.23084
2019-03-27-14:03:09,29.9062,91.8394,70.3785,2.23084
2019-03-27-14:03:10,29.9062,91.6793,70.3785,2.09799
2019-03-27-14:03:11,31.418,91.5503,70.2522,2.09799
2019-03-27-14:03:12,30.4531,91.7015,70.1031,2.09799
2019-03-27-14:03:13,30.6484,91.7015,70.2394,2.09799
2019-03-27-14:03:14,32.0195,91.7015,70.2394,2.09799
2019-03-27-14:03:15,32.0195,91.5486,70.2394,2.09799
2019-03-27-14:03:16,32.0195,91.7604,70.3406,2.09799
2019-03-27-14:03:17,32.0195,91.7604,70.165,2.09799
2019-03-27-14:03:18,32.0195,91.7604,70.165,2.09799
2019-03-27-14:03:19,32.0195,91.7604,70.2991,2.09799
2019-03-27-14:03:20,32.0195,91.7604,70.2991,2.09799
2019-03-27-14:03:21,32.0195,91.7604,70.4243,2.09799
2019-03-27-14:03:22,32.0195,91.7604,70.2371,2.09799
2019-03-27-14:03:23,32.0195,91.7604,70.2371,2.09799
2019-03-27-14:03:24,32.0195,91.6499,70.2371,2.09799
2019-03-27-14:03:25,32.0195,91.6499,70.2371,2.09799
2019-03-27-14:03:26,32.0195,91.6499,70.2371,2.09799
2019-03-27-14:03:27,32.0195,91.756,70.2371,2.09799
2019-03-27-14:03:28,32.0195,91.6507,70.2371,2.09799
2019-03-27-14:03:29,32.0195,91.7683,70.3435,2.09799
2019-03-27-14:03:30,32.1602,91.6404,70.0484,2.09799
2019-03-27-14:03:31,33.2031,91.6404,70.3267,2.09799
2019-03-27-14:03:32,33.2031,91.4669,70.2266,2.09799
2019-03-27-14:03:33,33.3398,91.6748,70.2266,2.09799
2019-03-27-14:03:34,33.8906,91.6748,70.2266,2.09799
2019-03-27-14:03:35,33.8906,91.6748,70.2266,2.09799
2019-03-27-14:03:36,33.8906,91.4394,70.2266,2.09799
2019-03-27-14:03:37,33.8906,91.7265,70.3397,2.09799
2019-03-27-14:03:38,33.8906,91.7265,70.3397,2.09799
2019-03-27-14:03:39,33.8906,91.7265,70.1908,2.09799
2019-03-27-14:03:40,33.8906,91.7265,70.3608,2.09799
2019-03-27-14:03:41,33.8906,91.7265,70.1982,2.09799
2019-03-27-14:03:42,33.8906,91.7265,70.1982,2.09799
2019-03-27-14:03:43,33.8906,91.431,70.1982,2.09799
2019-03-27-14:03:44,33.8906,91.7363,70.3209,2.09799
2019-03-27-14:03:45,33.8906,91.62,70.3209,2.09799
2019-03-27-14:03:46,33.8906,91.62,70.3209,2.09799
2019-03-27-14:03:47,33.8906,91.62,70.2098,2.09799
2019-03-27-14:03:48,33.8906,91.62,70.4079,2.09799
2019-03-27-14:03:49,33.8906,91.7465,70.2353,2.09799
2019-03-27-14:03:50,33.8906,91.6399,70.5594,2.09799
2019-03-27-14:03:51,35.457,91.7716,70.3392,2.09799
2019-03-27-14:03:52,36.1172,91.5866,70.2138,2.09799
2019-03-27-14:03:53,36.1172,91.7913,70.2138,2.09799
2019-03-27-14:03:54,36.1172,91.6247,70.2138,2.09799
2019-03-27-14:03:55,36.1172,91.6247,70.4986,2.09799
2019-03-27-14:03:56,36.1172,91.832,70.2147,2.09799
2019-03-27-14:03:57,36.1172,91.832,70.2147,2.09799
2019-03-27-14:03:58,36.1172,91.832,70.2147,2.09799
2019-03-27-14:03:59,36.1172,91.6562,70.2147,2.09799
2019-03-27-14:04:00,36.1172,91.6562,70.3903,2.09799
2019-03-27-14:04:01,36.1172,91.8588,70.2373,2.09799
2019-03-27-14:04:02,36.1172,91.8588,70.2373,2.09799
2019-03-27-14:04:03,36.1172,91.8588,70.2373,2.09799
2019-03-27-14:04:04,36.1172,91.7114,70.2373,2.09799
2019-03-27-14:04:05,36.1172,91.7114,70.3498,2.09799
2019-03-27-14:04:06,36.1172,91.7114,70.3498,2.09799
2019-03-27-14:04:07,36.1172,91.7114,70.3498,2.09799
2019-03-27-14:04:08,36.1172,91.8952,70.3498,2.09799
2019-03-27-14:04:09,36.1172,91.6418,70.3498,2.09799
2019-03-27-14:04:10,36.1172,91.6418,70.3498,2.09799
2019-03-27-14:04:11,37.8477,91.6418,70.2346,2.09799
2019-03-27-14:04:12,37.8477,91.6418,70.4594,2.09799
2019-03-27-14:04:13,37.8477,91.8762,70.2131,2.09799
2019-03-27-14:04:14,37.8477,91.8762,70.3719,2.09799
2019-03-27-14:04:15,37.8477,91.6905,70.2549,2.09799
2019-03-27-14:04:16,37.8477,91.6905,70.2549,2.09799
2019-03-27-14:04:17,37.8477,91.6905,70.4307,2.09799
2019-03-27-14:04:18,37.8477,91.7985,70.3128,2.09799
2019-03-27-14:04:19,37.8477,91.7985,70.3128,2.09799
2019-03-27-14:04:20,37.8477,92.0049,70.3128,2.09799
2019-03-27-14:04:21,37.8477,91.7001,70.3128,2.09799
2019-03-27-14:04:22,37.8477,91.7001,70.2119,2.09799
2019-03-27-14:04:23,37.8477,91.8087,70.4812,2.09799
2019-03-27-14:04:24,37.8477,91.8087,70.2358,2.09799
2019-03-27-14:04:25,37.8477,91.5142,70.3403,2.09799
2019-03-27-14:04:26,37.8477,91.7355,70.2201,2.09799
2019-03-27-14:04:27,37.8477,91.7355,70.2201,2.09799
2019-03-27-14:04:28,37.8477,91.7355,70.2201,2.09799
2019-03-27-14:04:29,37.8477,91.7355,70.3874,2.09799
2019-03-27-14:04:30,38.125,91.7355,70.3874,2.09799
2019-03-27-14:04:31,40.1016,91.7355,70.2566,2.09799
2019-03-27-14:04:32,39.8281,91.7355,70.2566,2.09799
2019-03-27-14:04:33,39.8281,91.7355,70.2566,2.09799
2019-03-27-14:04:34,39.8281,91.7355,70.2566,2.09799
2019-03-27-14:04:35,39.8281,91.7355,70.129,2.09799
2019-03-27-14:04:36,39.8281,91.7355,70.4089,2.09799
2019-03-27-14:04:37,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:38,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:39,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:40,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:41,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:42,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:43,39.8281,91.7355,70.3,2.09799
2019-03-27-14:04:44,39.8281,91.4576,70.3,2.09799
2019-03-27-14:04:45,39.8281,91.7737,70.3,2.09799
2019-03-27-14:04:46,39.8281,91.66,70.3,2.09799
2019-03-27-14:04:47,39.8281,91.66,70.5499,2.09799
2019-03-27-14:04:48,39.8281,91.66,70.2372,2.09799
2019-03-27-14:04:49,39.8281,91.9575,70.435,2.09799
2019-03-27-14:04:50,39.5547,91.7406,70.3292,2.09799
2019-03-27-14:04:51,40.8711,91.7406,70.3292,2.09799
2019-03-27-14:04:52,40.5977,91.8921,70.3292,2.09799
2019-03-27-14:04:53,40.4609,91.7505,70.3292,2.09799
2019-03-27-14:04:54,42.3828,91.7505,70.4747,2.09799
2019-03-27-14:04:55,41.8906,91.9608,70.3232,2.09799
2019-03-27-14:04:56,41.8906,91.7169,70.3232,2.09799
2019-03-27-14:04:57,41.8906,91.968,70.2221,2.09799
2019-03-27-14:04:58,41.8906,91.7312,70.338,2.09799
2019-03-27-14:04:59,41.8906,91.8849,70.4388,2.09799
2019-03-27-14:05:00,41.8906,91.8849,70.4388,2.09799
2019-03-27-14:05:01,41.8906,91.6821,70.1994,2.09799
2019-03-27-14:05:02,41.8906,91.826,70.3729,2.09799
2019-03-27-14:05:03,41.8906,91.6891,70.2677,2.09799
2019-03-27-14:05:04,41.8906,91.6891,70.4141,2.09799
2019-03-27-14:05:05,41.8906,91.8631,70.4141,2.09799
2019-03-27-14:05:06,41.8906,91.706,70.4141,2.09799
2019-03-27-14:05:07,41.8906,91.8389,70.2845,2.09799
2019-03-27-14:05:08,41.8906,91.8389,70.2845,2.09799
2019-03-27-14:05:09,41.8906,91.8389,70.606,2.09799
2019-03-27-14:05:10,41.3398,91.6929,70.3684,2.09799
2019-03-27-14:05:11,42.5781,91.917,70.3684,2.09799
2019-03-27-14:05:12,43.0703,91.917,70.3684,2.09799
2019-03-27-14:05:13,43.207,91.6787,70.3684,2.09799
2019-03-27-14:05:14,44.0898,91.6787,70.3684,2.09799
2019-03-27-14:05:15,44.0898,91.6787,70.3684,2.09799
2019-03-27-14:05:16,44.0898,91.6787,70.4774,2.09799
2019-03-27-14:05:17,44.0898,91.9218,70.4774,2.09799
2019-03-27-14:05:18,44.0898,91.6877,70.2569,2.09799
2019-03-27-14:05:19,44.0898,91.6877,70.5067,2.09799
2019-03-27-14:05:20,44.0898,91.6877,70.2492,2.09799
2019-03-27-14:05:21,44.0898,91.6877,70.2492,2.09799
2019-03-27-14:05:22,44.0898,91.6877,70.2492,2.09799
2019-03-27-14:05:23,44.0898,91.6877,70.2492,2.09799
2019-03-27-14:05:24,44.0898,91.9312,70.6083,2.09799
2019-03-27-14:05:25,44.0898,91.9312,70.2433,2.09799
2019-03-27-14:05:26,44.0898,91.9312,70.5376,2.09799
2019-03-27-14:05:27,44.0898,91.749,70.3054,2.09799
2019-03-27-14:05:28,44.0898,91.9988,70.3054,2.09799
2019-03-27-14:05:29,44.0898,91.8886,70.458,2.09799
2019-03-27-14:05:30,44.2266,91.8886,70.458,2.09799
2019-03-27-14:05:31,45.8203,91.7517,70.2654,2.09799
2019-03-27-14:05:32,45.957,92.0521,70.5165,2.09799
2019-03-27-14:05:33,45.957,92.0521,70.3531,2.09799
2019-03-27-14:05:34,45.957,91.8098,70.3531,2.09799
2019-03-27-14:05:35,45.957,92.0499,70.3531,2.09799
2019-03-27-14:05:36,45.957,91.819,70.3531,2.09799
2019-03-27-14:05:37,45.957,92.1217,70.5591,2.09799
2019-03-27-14:05:38,45.957,91.8876,70.3963,2.09799
2019-03-27-14:05:39,45.957,91.8876,70.3963,2.09799
2019-03-27-14:05:40,45.957,91.6976,70.3963,2.09799
2019-03-27-14:05:41,45.957,91.8146,70.6391,2.09799
2019-03-27-14:05:42,45.957,91.8146,70.2695,2.09799
2019-03-27-14:05:43,45.957,91.9579,70.5558,2.09799
2019-03-27-14:05:44,45.957,91.7628,70.5558,2.09799
2019-03-27-14:05:45,45.957,91.7628,70.5558,2.09799
2019-03-27-14:05:46,45.957,91.7628,70.6663,2.09799
2019-03-27-14:05:47,45.957,91.7628,70.2638,2.09799
2019-03-27-14:05:48,45.957,92.1226,70.7072,2.09799
2019-03-27-14:05:49,45.957,91.9734,70.3308,2.09799
2019-03-27-14:05:50,46.0938,91.9734,70.5802,2.09799
2019-03-27-14:05:51,47.5234,91.7184,70.4009,2.09799
2019-03-27-14:05:52,47.332,92.2159,70.6932,2.09799
2019-03-27-14:05:53,46.7812,91.7773,70.4284,2.09799
2019-03-27-14:05:54,48.293,91.9781,70.5923,2.09799
2019-03-27-14:05:55,48.293,91.9781,70.2726,2.09799
2019-03-27-14:05:56,48.293,91.9781,70.7241,2.09799
2019-03-27-14:05:57,48.293,92.137,70.3944,2.09799
2019-03-27-14:05:58,48.293,92.2941,70.7935,2.09799
2019-03-27-14:05:59,48.293,92.1561,70.5848,2.09799
2019-03-27-14:06:00,48.293,91.8577,70.3404,2.09799
2019-03-27-14:06:01,48.293,92.0054,70.5708,2.09799
